Species,Year
Achillea millefolium,1993
Alopecurus pratensis,1993
Ajuga reptans,1993
Anthriscus sylvestris,1993
Stachys officinalis,1993
Cerastium fontanum,1993
Agrostis capillaris,1993
Arrhenatherum elatius,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Briza media,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Leontodon hispidus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Ranunculus acris,1993
Rumex acetosa,1993
Sanguisorba minor,1993
Taraxacum officinale,1993
Trifolium pratense,1993
Knautia arvensis,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Cerastium fontanum,1993
Conopodium majus,1993
Centaurea nigra,1993
Festuca rubra,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Poa pratensis,1993
Pimpinella saxifraga,1993
Ranunculus acris,1993
Rumex acetosa,1993
Trifolium pratense,1993
Agrostis capillaris,1993
Anthoxanthum odoratum,1993
Festuca rubra,1993
Luzula campestris,1993
Agrostis capillaris,1993
Achillea millefolium,1993
Anthoxanthum odoratum,1993
Alopecurus pratensis,1993
Ajuga reptans,1993
Briza media,1993
Conopodium majus,1993
Centaurea nigra,1993
Dactylis glomerata,1993
Festuca rubra,1993
Holcus lanatus,1993
Helictotrichon pubescens,1993
Luzula campestris,1993
Leontodon hispidus,1993
Lotus corniculatus,1993
Lathyrus pratensis,1993
Plantago lanceolata,1993
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Knautia arvensis,1994
Sanguisorba minor,1994
Trisetum flavescens,1994
Veronica chamaedrys,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Helictotrichon pubescens,1994
Taraxacum officinale,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Leontodon hispidus,1994
Lolium perenne,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Leontodon hispidus,1994
Plantago lanceolata,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Ajuga reptans,1994
Carex caryophyllea,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Festuca rubra,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Trifolium repens,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Carex flacca,1994
Knautia arvensis,1994
Sanguisorba minor,1994
Trisetum flavescens,1994
Trifolium repens,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Ranunculus bulbosus,1994
Briza media,1994
Conopodium majus,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Carex caryophyllea,1994
Carex flacca,1994
Sanguisorba minor,1994
Pilosella officinarum,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Centaurea nigra,1994
Ranunculus acris,1994
Carex flacca,1994
Sanguisorba minor,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Ajuga reptans,1994
Carex flacca,1994
Festuca pratensis,1994
Sanguisorba minor,1994
Stachys officinalis,1994
Trifolium repens,1994
Veronica chamaedrys,1994
Prunella vulgaris,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lolium perenne,1994
Lotus corniculatus,1994
Leontodon hispidus,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Bromus hordeaceus,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Bromus hordeaceus,1994
Agrostis capillaris,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Knautia arvensis,1994
Sanguisorba minor,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Ranunculus bulbosus,1994
Rumex acetosa,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Poa pratensis,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Poa pratensis,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Holcus lanatus,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Poa trivialis,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Ajuga reptans,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Ajuga reptans,1994
Trisetum flavescens,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Ranunculus acris,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lolium perenne,1994
Plantago lanceolata,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Dactylis glomerata,1994
Alopecurus pratensis,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Leontodon hispidus,1994
Lolium perenne,1994
Plantago lanceolata,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Lolium perenne,1994
Plantago lanceolata,1994
Poa pratensis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Holcus lanatus,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Centaurea nigra,1994
Anthoxanthum odoratum,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Vicia cracca,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Cerastium fontanum,1994
Conopodium majus,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lolium perenne,1994
Vicia cracca,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Knautia arvensis,1994
Stachys officinalis,1994
Pilosella officinarum,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Poa pratensis,1994
Poa trivialis,1994
Trifolium repens,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Carex flacca,1994
Festuca pratensis,1994
Sanguisorba minor,1994
Stachys officinalis,1994
Trisetum flavescens,1994
Leontodon autumnalis,1994
Trifolium repens,1994
Stellaria graminea,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Ranunculus acris,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Lathyrus pratensis,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Poa trivialis,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Dactylis glomerata,1994
Holcus lanatus,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Heracleum sphondylium,1994
Luzula campestris,1994
Lathyrus pratensis,1994
Rumex acetosa,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Holcus lanatus,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Anthriscus sylvestris,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Trifolium pratense,1994
Sanguisorba minor,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Trifolium pratense,1994
Sanguisorba minor,1994
Ranunculus bulbosus,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Briza media,1994
Lotus corniculatus,1994
Conopodium majus,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Heracleum sphondylium,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Ranunculus acris,1994
Rumex acetosa,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Luzula campestris,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Rumex acetosa,1994
Taraxacum officinale,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Leontodon hispidus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Trisetum flavescens,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Plantago lanceolata,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Tragopogon pratensis,1994
Taraxacum officinale,1994
Knautia arvensis,1994
Sanguisorba minor,1994
Agrostis capillaris,1994
Arrhenatherum elatius,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Conopodium majus,1994
Centaurea nigra,1994
Festuca rubra,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Lathyrus pratensis,1994
Poa pratensis,1994
Pimpinella saxifraga,1994
Ranunculus acris,1994
Rumex acetosa,1994
Trifolium pratense,1994
Agrostis capillaris,1994
Anthoxanthum odoratum,1994
Luzula campestris,1994
Agrostis capillaris,1994
Achillea millefolium,1994
Anthoxanthum odoratum,1994
Alopecurus pratensis,1994
Briza media,1994
Cerastium fontanum,1994
Conopodium majus,1994
Centaurea nigra,1994
Dactylis glomerata,1994
Festuca rubra,1994
Holcus lanatus,1994
Helictotrichon pubescens,1994
Luzula campestris,1994
Leontodon hispidus,1994
Lotus corniculatus,1994
Lathyrus pratensis,1994
Plantago lanceolata,1994
